APT_ICAO;APT_NAME;LAT;LONG
LIYW;;0,00000;0
LJAJ;;0,00000;0
LJBL;;0,00000;0
LJBO;;0,00000;0
LJCE;CERKLJE;45,90000;15,53
LJCL;;0,00000;0
LJLA;;0,00000;0
LJLJ;LJUBLJANA;46,22400;14,457
LJMB;MARIBOR;46,48000;15,686
LJMS;;0,00000;0
LJNM;;0,00000;0
LJPO;;0,00000;0
LJPT;;0,00000;0
LJPZ;PORTOROZ;45,47300;13,615
LJSG;SLOVENJ GRADEC;46,47200;15,117
LJVE;;0,00000;0
LKAA;;0,00000;0
LKBA;;0,00000;0
LKBC;;0,00000;0
LKBE;;0,00000;0
LKBL;;0,00000;0
LKBR;;0,00000;0
LKBU;;0,00000;0
LKCB;;0,00000;0
LKCE;;0,00000;0
LKCH;;0,00000;0
LKCL;;0,00000;0
LKCM;;0,00000;0
LKCO;;0,00000;0
LKCR;;0,00000;0
LKCS;CESKE BUDEJOVICE;48,94600;14,427
LKCT;CHOTEBOR;49,68400;15,676
LKCV;CASLAV;49,93900;15,382
LKDK;;0,00000;0
LKFR;;0,00000;0
LKHB;;0,00000;0
LKHC;;0,00000;0
LKHD;;0,00000;0
LKHK;HRADEC KRALOVE;50,25300;15,845
LKHN;;0,00000;0
LKHO;;0,00000;0
LKHR;;0,00000;0
LKHS;;0,00000;0
LKHV;;0,00000;0
LKJA;;0,00000;0
LKJC;;0,00000;0
LKJH;;0,00000;0
LKJI;;0,00000;0
LKKA;;0,00000;0
LKKB;KBELY;50,12100;14,544
LKKL;;0,00000;0
LKKM;;0,00000;0
LKKO;;0,00000;0
LKKR;;0,00000;0
LKKT;;0,00000;0
LKKU;KUNOVICE;49,02900;17,44
LKKV;KARLOVY VARY;50,20300;12,915
LKKY;;0,00000;0
LKLB;;0,00000;0
LKLN;LINE;49,67500;13,274
LKLT;;0,00000;0
LKMB;;0,00000;0
LKMH;MNICHOVO HRADISTE;50,54000;15,006
LKMI;;0,00000;0
LKMK;;0,00000;0
LKML;;0,00000;0
LKMO;;0,00000;0
LKMR;;0,00000;0
LKMT;MOSNOV;49,69600;18,111
LKNA;NAMEST;49,16600;16,125
LKNM;;0,00000;0
LKOL;;0,00000;0
LKOT;;0,00000;0
LKPA;;0,00000;0
LKPB;;0,00000;0
LKPD;PARDUBICE;50,01300;15,739
LKPI;;0,00000;0
LKPJ;;0,00000;0
LKPK;;0,00000;0
LKPL;;0,00000;0
LKPM;PRIBRAM;49,71900;14,097
LKPN;;0,00000;0
LKPO;PREROV;49,42600;17,405
LKPR;RUZYNE;50,10100;14,26
LKPS;;0,00000;0
LKPV;;0,00000;0
LKPY;;0,00000;0
LKRA;;0,00000;0
LKRK;;0,00000;0
LKRO;;0,00000;0
LKSA;;0,00000;0
LKSK;;0,00000;0
LKSN;;0,00000;0
LKSO;SOBESLAV;49,24500;14,714
LKSR;;0,00000;0
LKST;;0,00000;0
LKSU;;0,00000;0
LKSZ;;0,00000;0
LKTA;;0,00000;0
LKTB;TURANY;49,15100;16,694
LKTC;;0,00000;0
LKTO;;0,00000;0
LKTV;;0,00000;0
LKUO;;0,00000;0
LKVL;;0,00000;0
LKVM;;0,00000;0
LKVO;VODOCHODY;50,21600;14,396
LKVP;;0,00000;0
LKVR;;0,00000;0
LKVY;;0,00000;0
LKZA;;0,00000;0
LKZB;;0,00000;0
LKZC;;0,00000;0
LKZM;;0,00000;0
LLAA;;0,00000;0
LLAZ;;0,00000;0
LLBD;;0,00000;0
LLBG;BEN GURION;32,00900;34,877
LLBS;TEYMAN;31,28700;34,723
LLEK;TEL NOV;31,83900;34,822
LLES;EYN SHEMER;32,44100;35,006
LLET;EILAT;29,56100;34,96
LLEY;EN YAHAV;30,62300;35,202
LLFK;;0,00000;0
LLHA;HAIFA;32,81100;35,044
LLHS;HATZOR;31,76200;34,727
LLHZ;;0,00000;0
LLIB;MAHANAIM I BEN YAAKOV;32,98100;35,572
LLJM;;0,00000;0
LLJR;JERUSALEM/ATAROT;31,86700;35,217
LLKS;;0,00000;0
LLLL;ARAD;31,22900;35,191
LLMG;MEGIDDO;32,59900;35,228
LLMR;;0,00000;0
LLMZ;BAR YEHUDA;31,32800;35,388
LLNV;NEVATIM AB;31,20800;35,012
LLOV;OVDA;29,94000;34,936
LLRD;RAMAT DAVID;32,66000;35,182
LLRM;RAMON;30,77600;34,667
LLSC;;0,00000;0
LLSD;SDE DOV;32,11400;34,782
LLTA;;0,00000;0
LMML;LUQA;35,85700;14,478
LMMM;MALTA ACC;35,91700;14,417
LNMC;;0,00000;0
LOAA;;0,00000;0
LOAB;;0,00000;0
LOAD;;0,00000;0
LOAE;;0,00000;0
LOAG;;0,00000;0
LOAH;;0,00000;0
LOAI;;0,00000;0
LOAK;;0,00000;0
LOAL;;0,00000;0
LOAM;;0,00000;0
LOAN;WIENER NEUSTADT EAST;47,84300;16,26
LOAP;;0,00000;0
LOAS;;0,00000;0
LOAU;;0,00000;0
LOAV;;0,00000;0
LOGF;;0,00000;0
LOGG;;0,00000;0
LOGH;;0,00000;0
LOGI;;0,00000;0
LOGK;;0,00000;0
LOGL;;0,00000;0
LOGM;;0,00000;0
LOGO;;0,00000;0
LOGP;;0,00000;0
LOGR;;0,00000;0
LOGT;;0,00000;0
LOGU;;0,00000;0
LOGW;;0,00000;0
LOIH;;0,00000;0
LOIJ;;0,00000;0
LOIK;;0,00000;0
LOIR;;0,00000;0
LOIU;;0,00000;0
LOKA;;0,00000;0
LOKF;;0,00000;0
LOKG;;0,00000;0
LOKH;;0,00000;0
LOKL;;0,00000;0
LOKM;;0,00000;0
LOKN;;0,00000;0
LOKU;;0,00000;0
LOKW;;0,00000;0
LOKZ;;0,00000;0
LOLA;;0,00000;0
LOLC;;0,00000;0
LOLE;;0,00000;0
LOLF;;0,00000;0
LOLG;;0,00000;0
LOLH;;0,00000;0
LOLJ;;0,00000;0
LOLK;;0,00000;0
LOLM;;0,00000;0
LOLO;;0,00000;0
LOLP;;0,00000;0
LOLS;;0,00000;0
LOLT;;0,00000;0
LOLU;;0,00000;0
LOLV;;0,00000;0
LOLW;WELS;48,18300;14,041
LOLX;;0,00000;0
LOSJ;;0,00000;0
LOSK;;0,00000;0
LOSL;;0,00000;0
LOSM;;0,00000;0
LOSN;;0,00000;0
LOSU;;0,00000;0
LOVV;;0,00000;0
LOWG;GRAZ MIL/CIV;47,00000;15,433
LOWI;INNSBRUCK;47,26000;11,344
LOWK;KLAGENFURT(AUS-AFB);46,65000;14,333
LOWL;HORSCHING INTERNATIONAL AIRPORT (AUS - AFB);48,23300;14,183
LOWM;VIENNA MET CENTER;48,00000;16,5
LOWS;SALZBURG;47,79300;13,004
LOWW;SCHWECHAT;48,11000;16,57
LOWZ;;0,00000;0
LOXA;;0,00000;0
LOXB;;0,00000;0
LOXG;GRAZ;46,99100;15,439
LOXK;KLAGENFURT;46,64200;14,338
LOXL;LINZ;48,23300;14,188
LOXN;;0,00000;0
LOXS;;0,00000;0
LOXT;TULLN;48,32100;16,112
LOXW;;0,00000;0
LOXZ;ZELTWEG;47,20300;14,744
LPAM;;0,00000;0
LPAR;ALVERCA;38,88300;-9,03
LPAZ;SANTA MARIA;36,97100;-25,171
LPBG;BRAGANCA;41,86800;-6,712
LPBJ;BEJA;38,07900;-7,932
LPBR;BRAGA;41,58700;-8,445
LPCH;;0,00000;0
LPCO;COIMBRA;40,15700;-8,47
LPCS;CASCAIS;38,72500;-9,355
LPCV;COVILHA;40,26500;-7,48
LPEV;EVORA;38,53300;-7,889
LPFL;FLORES;39,45500;-31,131
LPFR;FARO;37,01400;-7,966
LPFU;;0,00000;0
LPGR;GRACIOSA;39,09200;-28,03
LPHR;HORTA;38,52000;-28,716
LPIN;ESPINHO;40,97400;-8,645
LPJF;;0,00000;0
LPJO;;0,00000;0
LPLA;LAJES;38,76400;-27,093
LPLG;;0,00000;0
LPLZ;;0,00000;0
LPMF;;0,00000;0
LPMG;LISBON MET OFFICE;38,71700;-9,156
LPMI;;0,00000;0
LPMR;MONTE REAL;39,83100;-8,887
LPMT;MONTIJO;38,70400;-9,036
LPOT;;0,00000;0
LPOV;OVAR;40,91600;-8,646
LPPC;;0,00000;0
LPPD;PONTA DELGADA;37,74100;-25,698
LPPI;PICO;38,55400;-28,44
LPPM;PORTIMAO;37,14900;-8,584
LPPO;;0,00000;0
LPPR;PORTO;41,24800;-8,681
LPPS;PORTO SANTO;33,07300;-16,35
LPPT;LISBOA;38,78100;-9,136
LPPV;;0,00000;0
LPSA;;0,00000;0
LPSC;;0,00000;0
LPSI;;0,00000;0
LPSJ;SAO JORGE;38,66500;-28,176
LPST;SINTRA;38,83100;-9,339
LPTN;TANCOS;39,47500;-8,364
LPVR;VILA REAL;41,27400;-7,72
LPVZ;VISEU;40,72500;-7,889
LQBK;BANJA LUKA;44,94100;17,298
LQMO;MOSTAR;43,28300;17,846
LQSA;SARAJEVO;43,82400;18,331
LRAR;ARAD;46,17600;21,262
LRBC;BACAU;46,52200;26,91
LRBM;TAUTII MAGHERAUS;47,65800;23,47
LRBS;BANEASA;44,50300;26,102
LRCK;MIHAIL KOGALNICEANU;44,36200;28,488
LRCL;SOMESENI;46,78500;23,686
LRCS;CARANSEBES;45,42000;22,253
LRCV;CRAIOVA;44,31800;23,889
LRIA;IASI;47,17900;27,62
LROD;ORADEA;47,02500;21,902
LROP;OTOPENI;44,57400;26,103
LRSB;SIBIU;45,78600;24,091
LRSM;SATU MARE;47,70300;22,886
LRSV;SALCEA;47,68800;26,354
LRTC;CATALOI;45,06200;28,714
LRTM;VIDRASAU;46,46800;24,412
LRTR;GIARMATA;45,81000;21,338
LSAS;;0,00000;0
LSAW;;0,00000;0
LSAZ;REICHENBACH;46,61400;7,678
LSBB;;0,00000;0
LSER;;0,00000;0
LSEZ;;0,00000;0
LSGB;;0,00000;0
LSGC;LES EPLATURES;47,08400;6,793
LSGE;;0,00000;0
LSGG;GENEVA COINTRIN;46,23800;6,109
LSGK;SAANEN;46,48800;7,251
LSGL;;0,00000;0
LSGN;;0,00000;0
LSGP;;0,00000;0
LSGS;SION;46,21900;7,327
LSGT;;0,00000;0
LSGY;;0,00000;0
LSHA;;0,00000;0
LSHC;;0,00000;0
LSHG;;0,00000;0
LSHS;;0,00000;0
LSMA;ALPNACH;46,94400;8,284
LSMB;;0,00000;0
LSMC;ULRICHEN;46,50100;8,296
LSMD;DUBENDORF;47,39900;8,648
LSME;EMMEN;47,09200;8,305
LSMF;MOLLIS;47,07900;9,065
LSMG;;0,00000;0
LSMH;;0,00000;0
LSMI;INTERLAKEN;46,67600;7,879
LSMJ;TURTMANN;46,30400;7,714
LSML;;0,00000;0
LSMM;MEIRINGEN;46,74300;8,11
LSMN;RARON;46,30400;7,823
LSMO;;0,00000;0
LSMP;PAYERNE;46,84300;6,915
LSMR;;0,00000;0
LSMS;;0,00000;0
LSMU;BUOCHS AIRPORT;46,97500;8,399
LSPA;;0,00000;0
LSPD;;0,00000;0
LSPF;;0,00000;0
LSPH;;0,00000;0
LSPK;;0,00000;0
LSPL;;0,00000;0
LSPN;;0,00000;0
LSPV;;0,00000;0
LSSS;;0,00000;0
LSSW;ZURICH MET;47,38300;8,567
LSTB;;0,00000;0
LSTO;;0,00000;0
LSTR;;0,00000;0
LSXB;;0,00000;0
LSXD;;0,00000;0
LSXE;;0,00000;0
LSXG;;0,00000;0
LSXH;;0,00000;0
LSXK;;0,00000;0
LSXL;;0,00000;0
LSXM;;0,00000;0
LSXN;;0,00000;0
LSXO;;0,00000;0
LSXP;;0,00000;0
LSXS;;0,00000;0
LSXT;;0,00000;0
LSXU;;0,00000;0
LSXV;;0,00000;0
LSXW;;0,00000;0
LSZA;LUGANO;46,00400;8,911
LSZB;BERN BELP;46,91400;7,497
LSZD;;0,00000;0
LSZE;;0,00000;0
LSZF;;0,00000;0
LSZG;GRENCHEN;47,18100;7,417
LSZH;ZURICH;47,46500;8,549
LSZI;;0,00000;0
LSZJ;;0,00000;0
LSZK;;0,00000;0
LSZL;;0,00000;0
LSZM;;0,00000;0
LSZN;;0,00000;0
LSZO;;0,00000;0
LSZP;;0,00000;0
LSZR;ST GALLEN ALTENRHEIN;47,48500;9,561
LSZS;SAMEDAN;46,53200;9,883
LSZT;;0,00000;0
LSZU;;0,00000;0
LSZV;;0,00000;0
LSZW;;0,00000;0
LSZX;;0,00000;0
LSZY;;0,00000;0
LTAA;ANKARA ACC;40,00000;32
LTAB;GUVERCINLIK;39,93500;32,741
LTAC;ESENBOGA;40,12800;32,995
LTAD;ETIMESGUT;39,95000;32,689
LTAE;AKINCI;40,07900;32,566
LTAF;ADANA;36,98200;35,28
LTAG;INCIRLIK AB;37,00200;35,426
LTAH;AFYON;38,72600;30,601
LTAI;ANTALYA;36,90100;30,792
LTAJ;OGUZELI;36,94800;37,479
LTAK;ISKENDERUN;36,57300;36,154
LTAL;KASTAMONU;41,31400;33,796
LTAM;;0,00000;0
LTAN;KONYA;37,97900;32,562
LTAO;;0,00000;0
LTAP;MERZIFON;40,82900;35,522
LTAQ;SAMSUN AIRPORT;41,27600;36,304
LTAR;SIVAS;39,81400;36,903
LTAS;CAYCUMA;41,51600;32,1
LTAT;ERHAC;38,43600;38,092
LTAU;ERKILET;38,77000;35,495
LTAV;SIVRIHISAR;39,45100;31,365
LTAW;TOKAT;40,30500;36,368
LTAX;ERDEMIR;41,25400;31,415
LTAY;CARDAK;37,78500;29,701
LTAZ;KAPADOKYA;38,77200;34,534
LTBA;ATATURK;40,97700;28,821
LTBB;;0,00000;0
LTBC;;0,00000;0
LTBD;CILDIR;37,81600;27,886
LTBE;BURSA;40,23200;29,009
LTBF;BALIKESIR;39,61900;27,925
LTBG;BANDIRMA;40,31800;27,977
LTBH;CANAKKALE;40,13800;26,427
LTBI;ESKISEHIR;39,78400;30,582
LTBJ;ADNAN MENDERES;38,29200;27,157
LTBK;GAZIEMIR;38,31900;27,16
LTBL;CIGLI;38,51300;27,01
LTBM;ISPARTA;37,78500;30,582
LTBN;KUTAHYA;39,42700;30,016
LTBO;USAK;38,68100;29,471
LTBP;YALOVA;40,68300;29,379
LTBQ;TOPEL;40,73500;30,083
LTBR;YENISEHIR;40,25500;29,563
LTBS;DALAMAN;36,71300;28,793
LTBT;AKHISAR;38,80900;27,834
LTBU;CORLU;41,13800;27,919
LTBV;;0,00000;0
LTBW;;0,00000;0
LTBX;SAMANDIRA;40,99300;29,216
LTBY;ANADOLU;39,81000;30,519
LTBZ;;0,00000;0
LTCA;ELAZIG;38,60700;39,291
LTCB;;0,00000;0
LTCC;DIYARBAKIR;37,89400;40,201
LTCD;ERZINCAN;39,71000;39,526
LTCE;ERZURUM;39,95600;41,17
LTCF;KARS;40,56200;43,115
LTCG;TRABZON;40,99500;39,79
LTCH;SANLIURFA;37,09200;38,846
LTCI;VAN;38,46800;43,332
LTCJ;BATMAN;37,92900;41,116
LTCK;MUS;38,75400;41,661
LTCL;SIIRT;37,97900;41,84
LTCM;SINOP;42,01900;35,079
LTFA;KAKLIC;38,51700;26,977
LTFB;EFES;37,95100;27,329
LUBL;BALTI;47,83800;27,781
LUCH;;0,00000;0
LUCL;;0,00000;0
LUCM;;0,00000;0
LUKA;;0,00000;0
LUKK;CHISINAU;46,92800;28,931
LUSR;;0,00000;0
LUTG;;0,00000;0
LUTR;;0,00000;0
LWOH;OHRID;41,18000;20,742
LWSK;SKOPJE;41,96100;21,621
LXGB;GIBRALTAR;36,15100;-5,349
LYBA;;0,00000;0
LYBE;BEOGRAD;44,81800;20,309
LYNI;;0,00000;0
LYPG;PODGORICA;42,35900;19,252
LYPR;PRISTINA;42,57300;21,036
LYTV;TIVAT;42,40400;18,723
LYVR;VRSAC;45,14700;21,31
LYYY;;0,00000;0
LZBB;;0,00000;0
LZDB;;0,00000;0
LZHL;;0,00000;0
LZIB;M R STEFANIK;48,17000;17,212
LZKC;;0,00000;0
LZKZ;KOSICE;48,66300;21,241
LZLU;;0,00000;0
LZMA;;0,00000;0
LZMC;MALACKY;48,40200;17,118
LZNI;;0,00000;0
LZNZ;;0,00000;0
LZOC;;0,00000;0
LZPE;;0,00000;0
LZPP;PIESTANY;48,62500;17,828
LZPT;;0,00000;0
LZPW;;0,00000;0
LZRU;;0,00000;0
LZRY;;0,00000;0
LZSE;;0,00000;0
LZSL;SLIAC;48,63800;19,134
LZSV;;0,00000;0
LZTN;TRENCIN;48,86500;17,992
LZTR;;0,00000;0
LZTT;TATRY;49,07300;20,241
LZVB;;0,00000;0
LZZI;ZILINA;49,23200;18,614
MBJT;;0,00000;0
MBMC;;0,00000;0
MBNC;NORTH CAICOS;21,91700;-71,939
MBPI;;0,00000;0
MBPV;PROVIDENCIALES;21,77400;-72,266
MBSC;SOUTH CAICOS;21,51600;-71,528
MBSY;;0,00000;0
MDAB;ARROYO BARRIL;19,19900;-69,43
MDAD;;0,00000;0
MDAN;;0,00000;0
MDBA;;0,00000;0
MDBC;;0,00000;0
MDBE;;0,00000;0
MDBG;;0,00000;0
MDBH;MARIA MONTEZ INTERNATIONAL;18,25100;-71,12
MDBL;;0,00000;0
MDBM;;0,00000;0
MDCO;;0,00000;0
MDCR;CABO ROJO;17,92900;-71,645
MDCS;;0,00000;0
MDCZ;CONSTANZA;18,90800;-70,72
MDDJ;;0,00000;0
MDEP;;0,00000;0
MDER;;0,00000;0
MDES;;0,00000;0
MDEV;;0,00000;0
MDGM;;0,00000;0
MDHE;HERRERA INTERNATIONAL;18,47100;-69,969
MDHN;;0,00000;0
MDIA;;0,00000;0
MDIQ;;0,00000;0
MDJI;;0,00000;0
MDJS;;0,00000;0
MDLC;;0,00000;0
MDLI;;0,00000;0
MDLL;;0,00000;0
MDLM;;0,00000;0
MDLR;LA ROMANA INTERNATIONAL;18,45200;-68,912
MDLS;;0,00000;0
MDMA;;0,00000;0
MDMB;;0,00000;0
MDMC;;0,00000;0
MDPC;PUNTA CANA INTERNATIONAL;18,56700;-68,363
MDPM;;0,00000;0
MDPO;;0,00000;0
MDPP;GREGORIO LUPERON INTERNATIONAL;19,75700;-70,57
MDPV;;0,00000;0
MDSA;;0,00000;0
MDSB;;0,00000;0
MDSD;LAS AMERICAS INTERNATIONAL;18,42900;-69,669
MDSI;SAN ISIDRO AB;18,50400;-69,762
MDSJ;;0,00000;0
MDSM;;0,00000;0
MDSO;;0,00000;0
MDST;CIBAO INTERNATIONAL;19,40900;-70,616
MDTD;;0,00000;0
MDVA;;0,00000;0
MDVV;;0,00000;0
MDWO;;0,00000;0
MGBN;BANANERA;15,47300;-88,837
MGCB;COBAN;15,46900;-90,407
MGCR;;0,00000;0
MGCT;;0,00000;0
MGES;;0,00000;0
MGFL;;0,00000;0
MGGT;LA AURORA;14,58300;-90,528
MGHT;;0,00000;0
MGLL;;0,00000;0
MGML;;0,00000;0
MGMM;;0,00000;0
MGPB;PUERTO BARRIOS;15,73100;-88,584
MGPP;POPTUN;16,32600;-89,417
MGQC;;0,00000;0
MGQZ;QUEZALTENANGO;14,86500;-91,502
MGRT;RETALHULEU;14,52100;-91,697
MGSJ;SAN JOSE;13,93600;-90,836
MGSM;;0,00000;0
MHAM;;0,00000;0
MHCA;;0,00000;0
MHCG;;0,00000;0
MHCH;;0,00000;0
MHCT;;0,00000;0
MHIC;ISLAS DEL CISNE;17,40700;-83,933
MHJU;;0,00000;0
MHLC;GOLOSON INTERNATIONAL;15,74200;-86,853
MHLE;;0,00000;0
MHLM;LA MESA INTERNATIONAL;15,45200;-87,923
MHMA;;0,00000;0
MHNJ;GUANAJA;16,44500;-85,906
MHNV;;0,00000;0
MHOA;;0,00000;0
MHPA;;0,00000;0
MHPE;;0,00000;0
MHPL;PUERTO LEMPIRA;15,26100;-83,781
MHPU;;0,00000;0
MHRO;ROATAN;16,31700;-86,522
MHRU;;0,00000;0
MHSR;;0,00000;0
MHSZ;;0,00000;0
MHTE;TELA;15,77600;-87,476
MHTG;TONCONTIN INTERNATIONAL;14,06100;-87,217
MHTJ;TRUJILLO;15,92700;-85,938
MHUT;;0,00000;0
MKBS;BOSCOBEL;18,40400;-76,969
MKJK;;0,00000;0
MKJP;NORMAN MANLEY INTERNATIONAL;17,93600;-76,787
MKJS;SANGSTER INTERNATIONAL;18,50400;-77,913
MKKJ;KEN JONES;18,19900;-76,534
MKNG;;0,00000;0
MKTP;TINSON PEN;17,98800;-76,824
MMAA;GENERAL JUAN N ALVAREZ INTERNATIONAL;16,75700;-99,753
MMAN;DEL NORTE INTERNATIONAL;25,86600;-100,237
MMAS;JESUS TERAN INTERNATIONAL;21,70500;-102,318
MMBT;BAHIAS DE HUATULCO INTERNATIONAL;15,77500;-96,261
MMCA;;0,00000;0
MMCB;CUERNAVACA;18,83500;-99,262
MMCC;CIUDAD ACUNA INTERNATIONAL;29,33200;-100,981
MMCE;CIUDAD DEL CARMEN INTERNATIONAL;18,65400;-91,799
MMCG;NUEVO CASAS GRANDES;30,39700;-107,875
MMCH;CHILPANCINGO;17,57400;-99,514
MMCL;CULIACAN INTERNATIONAL;24,76400;-107,474
MMCM;CHETUMAL INTERNATIONAL;18,50400;-88,327
MMCN;CIUDAD OBREGON INTERNATIONAL;27,39200;-109,833
MMCP;INGENIERO ALBERTO ACUNA ONGAY INTERNATIONAL;19,81700;-90,5
MMCS;ABRAHAM GONZALEZ INTERNATIONAL;31,63600;-106,429
MMCU;GENERAL R FIERRO VILLALOBOS INTERNATIONAL;28,70300;-105,964
MMCV;CIUDAD VICTORIA;23,70400;-98,956
MMCY;CELAYA;20,54600;-100,886
MMCZ;COZUMEL INTERNATIONAL;20,52200;-86,926
MMDM;CIUDAD MANTE;22,74000;-99,018
MMDO;DURANGO INTERNATIONAL;24,12400;-104,528
MMEP;TEPIC;21,41900;-104,843
MMES;GENERAL ALBERTO L SALINAS C INTERNATIONAL;31,79500;-116,602
MMGL;DON MIGUEL Y HIDALGO INTERNATIONAL;20,52200;-103,311
MMGM;GENERAL JOSE MARIA YANEZ INTERNATIONAL;27,96900;-110,925
MMHC;TEHUACAN;18,49700;-97,42
MMHO;GENERAL IGNACIO P GARCIA INTERNATIONAL;29,09600;-111,048
MMIA;COLIMA;19,27700;-103,577
MMIM;ISLA MUJERES;21,24500;-86,74
MMIO;PLAN DE GUADALUPE INTERNATIONAL;25,54900;-100,929
MMIT;IXTEPEC;16,44900;-95,094
MMJA;LENCERO;19,47500;-96,797
MMLC;LAZARO CARDENAS;18,00200;-102,22
MMLM;VALLE DEL FUERTE INTERNATIONAL;25,68500;-109,081
MMLO;DE GUANAJUATO INTERNATIONAL;20,99300;-101,481
MMLP;GENERAL MANUEL MARQUEZ DE LEON INTERNATIONAL;24,07200;-110,362
MMLT;LORETO INTERNATIONAL;25,98900;-111,348
MMMA;GENERAL SERVANDO CANALES INTERNATIONAL;25,77000;-97,525
MMMD;LICENCIADO MANUEL CRECENCIO REJON INTERNATIONAL;20,93700;-89,657
MMML;GENERAL RODOLFO SANCHEZ TABOADA INTERNATIONAL;32,63100;-115,241
MMMM;GENERAL FRANCISCO J MUJICA;19,85000;-101,025
MMMT;MINATITLAN;18,10300;-94,581
MMMV;MONCLOVA INTERNATIONAL;26,95600;-101,47
MMMX;LICENCIADO BENITO JUAREZ INTERNATIONAL;19,43600;-99,072
MMMY;GENERAL MARIANO ESCOBEDO INTERNATIONAL;25,77800;-100,107
MMMZ;GENERAL RAFAEL BUELNA INTERNATIONAL;23,16100;-106,266
MMNG;NOGALES INTERNATIONAL;31,22600;-110,976
MMNL;QUETZALCOATL INTERNATIONAL;27,44400;-99,57
MMNU;;0,00000;0
MMOX;XOXOCOTLAN INTERNATIONAL;17,00000;-96,726
MMPA;TAJIN;20,60300;-97,461
MMPB;HERMANOS SERDAN INTERNATIONAL;19,15800;-98,371
MMPC;INGENIERO JUAN GUILLERMO VILLASANA;20,07700;-98,782
MMPE;PUNTA PENASCO;31,35200;-113,526
MMPG;PIEDRAS NEGRAS INTERNATIONAL;28,62700;-100,535
MMPN;LICENCIADO Y GEN IGNACIO LOPEZ RAYON;19,39700;-102,039
MMPR;LICENCIADO GUSTAVO DIAZ ORDAZ INTERNATIONAL;20,68000;-105,254
MMPS;PUERTO ESCONDIDO;15,87700;-97,089
MMQT;INGENIERO F ESPINOZA GUTIERREZ INTERNATIONAL;20,62400;-100,369
MMRX;GENERAL LUCIO BLANCO INTERNATIONAL;26,00900;-98,228
MMSD;LOS CABOS INTERNATIONAL;23,15200;-109,721
MMSF;SAN FELIPE;30,93000;-114,809
MMSM;;0,00000;0
MMSP;PONCIANO ARRIAGA INTERNATIONAL;22,25400;-100,931
MMTA;TLAXCALA;19,53600;-98,173
MMTB;;0,00000;0
MMTC;TORREON INTERNATIONAL;25,56800;-103,411
MMTG;FRANCISCO SARABIA;16,76900;-93,341
MMTJ;GENERAL ABELARDO L RODRIGUEZ INTERNATIONAL;32,54100;-116,97
MMTM;GENERAL FRANCISCO JAVIER MINA INTERNATIONAL;22,29600;-97,866
MMTN;TAMUIN;22,03800;-98,806
MMTO;LICENCIADO ADOLFO LOPEZ MATEOS INTERNATIONAL;19,33700;-99,566
MMTP;TAPACHULA INTERNATIONAL;14,79400;-92,37
MMTQ;;0,00000;0
MMTX;ZAPOTILTIC;19,59800;-103,372
MMUN;CANCUN INTERNATIONAL;21,03600;-86,877
MMVA;C P A CARLOS ROVIROSA INTERNATIONAL;17,99700;-92,817
MMVR;GENERAL HERIBERTO JARA INTERNATIONAL;19,14500;-96,187
MMZC;GENERAL LEOBARDO C RUIZ INTERNATIONAL;22,89700;-102,687
MMZH;IXTAPA ZIHUATANEJO INTERNATIONAL;17,60100;-101,46
MMZM;ZAMORA;20,04500;-102,276
MMZO;PLAYA DE ORO INTERNATIONAL;19,14500;-104,559
MMZP;ZAPOPAN;20,75600;-103,465
MNBL;BLUEFIELDS;11,98900;-83,774
MNBR;LOS BRASILES;12,18900;-86,354
MNBZ;;0,00000;0
MNCH;;0,00000;0
MNCI;;0,00000;0
MNLN;FANOR URROZ;12,42800;-86,902
MNMG;MANAGUA INTERNATIONAL;12,14100;-86,168
MNPC;PUERTO CABEZAS;14,04700;-83,387
MNSC;;0,00000;0
MNSI;;0,00000;0
MPBO;BOCAS DEL TORO;9,34100;-82,251
MPCF;;0,00000;0
MPCH;CAP MANUEL NINO INTERNATIONAL;9,45900;-82,517
MPDA;ENRIQUE MALEK INTERNATIONAL;8,39100;-82,435
MPHO;HOWARD AFB;8,91400;-79,599
MPJE;JAQUE;7,51700;-78,157
MPLP;CAP RAMON XATRUCH;8,40700;-78,142
MPMG;MARCOS A GELABERT INTERNATIONAL;8,97300;-79,556
MPNU;;0,00000;0
MPOA;;0,00000;0
MPSA;RUBEN CANTU;8,08600;-80,945
MPTO;TOCUMEN INTERNATIONAL;9,07100;-79,383
MPVR;;0,00000;0
MPWN;;0,00000;0
MRAD;;0,00000;0
MRAJ;;0,00000;0
MRAM;;0,00000;0
MRAR;;0,00000;0
MRAT;;0,00000;0
MRBA;BUENOS AIRES;9,16700;-83,332
MRBB;;0,00000;0
MRBC;BARRA DEL COLORADO;10,76900;-83,586
MRBM;;0,00000;0
MRBN;;0,00000;0
MRBO;;0,00000;0
MRBP;;0,00000;0
MRBT;;0,00000;0
MRCA;;0,00000;0
MRCC;COTO 47;8,60100;-82,97
MRCD;;0,00000;0
MRCE;;0,00000;0
MRCH;;0,00000;0
MRCI;;0,00000;0
MRCR;;0,00000;0
MRCV;CABO VELAS;10,35600;-85,853
MRCZ;;0,00000;0
MRDD;;0,00000;0
MRDK;;0,00000;0
MRDO;;0,00000;0
MREA;;0,00000;0
MREC;EL CARMEN;10,20200;-83,472
MRER;;0,00000;0
MRET;;0,00000;0
MRFD;;0,00000;0
