Entity;State;Week;Day;Flights;Flights (7-day moving average);Day 2019;Flights 2019 (Reference);% vs 2019 (Daily);% vs 2019 (7-day Moving Average)
NICOSIA ACC;Cyprus;4;2020-01-23;1104;1054,7;2019-01-24;972;13,58%;19,33%
NICOSIA ACC;Cyprus;4;2020-01-24;971;1054,1;2019-01-25;790;22,91%;19,75%
NICOSIA ACC;Cyprus;4;2020-01-25;996;1041,0;2019-01-26;839;18,71%;19,64%
NICOSIA ACC;Cyprus;4;2020-01-26;1098;1027,0;2019-01-27;975;12,62%;18,22%
NICOSIA ACC;Cyprus;5;2020-01-27;928;1010,9;2019-01-28;878;5,69%;16,34%
NICOSIA ACC;Cyprus;5;2020-01-28;923;1002,9;2019-01-29;809;14,09%;15,75%
NICOSIA ACC;Cyprus;5;2020-01-29;964;997,7;2019-01-30;823;17,13%;14,76%
NICOSIA ACC;Cyprus;5;2020-01-30;1057;991,0;2019-01-31;999;5,81%;13,48%
NICOSIA ACC;Cyprus;5;2020-01-31;993;994,1;2019-02-01;816;21,69%;13,36%
NICOSIA ACC;Cyprus;5;2020-02-01;1059;1003,1;2019-02-02;894;18,46%;13,37%
NICOSIA ACC;Cyprus;5;2020-02-02;1151;1010,7;2019-02-03;979;17,57%;14,15%
NICOSIA ACC;Cyprus;6;2020-02-03;965;1016,0;2019-02-04;861;12,08%;15,06%
NICOSIA ACC;Cyprus;6;2020-02-04;942;1018,7;2019-02-05;824;14,32%;15,09%
NICOSIA ACC;Cyprus;6;2020-02-05;887;1007,7;2019-02-06;803;10,46%;14,22%
NICOSIA ACC;Cyprus;6;2020-02-06;1074;1010,1;2019-02-07;958;12,11%;15,26%
NICOSIA ACC;Cyprus;6;2020-02-07;916;999,1;2019-02-08;812;12,81%;14,08%
NICOSIA ACC;Cyprus;6;2020-02-08;1024;994,1;2019-02-09;869;17,84%;13,97%
NICOSIA ACC;Cyprus;6;2020-02-09;1123;990,1;2019-02-10;1000;12,30%;13,12%
NICOSIA ACC;Cyprus;7;2020-02-10;954;988,6;2019-02-11;834;14,39%;13,44%
NICOSIA ACC;Cyprus;7;2020-02-11;944;988,9;2019-02-12;829;13,87%;13,38%
NICOSIA ACC;Cyprus;7;2020-02-12;941;996,6;2019-02-13;787;19,57%;14,57%
NICOSIA ACC;Cyprus;7;2020-02-13;1068;995,7;2019-02-14;1001;6,69%;13,67%
NICOSIA ACC;Cyprus;7;2020-02-14;941;999,3;2019-02-15;835;12,69%;13,65%
NICOSIA ACC;Cyprus;7;2020-02-15;1015;998,0;2019-02-16;896;13,28%;13,01%
NICOSIA ACC;Cyprus;7;2020-02-16;1143;1000,9;2019-02-17;1006;13,62%;13,22%
NICOSIA ACC;Cyprus;8;2020-02-17;981;1004,7;2019-02-18;859;14,20%;13,20%
NICOSIA ACC;Cyprus;8;2020-02-18;937;1003,7;2019-02-19;846;10,76%;12,78%
NICOSIA ACC;Cyprus;8;2020-02-19;980;1009,3;2019-02-20;850;15,29%;12,27%
NICOSIA ACC;Cyprus;8;2020-02-20;1065;1008,9;2019-02-21;1010;5,45%;12,06%
NICOSIA ACC;Cyprus;8;2020-02-21;1002;1017,6;2019-02-22;835;20,00%;13,03%
NICOSIA ACC;Cyprus;8;2020-02-22;1032;1020,0;2019-02-23;868;18,89%;13,80%
NICOSIA ACC;Cyprus;8;2020-02-23;1114;1015,9;2019-02-24;1024;8,79%;13,02%
NICOSIA ACC;Cyprus;9;2020-02-24;955;1012,1;2019-02-25;873;9,39%;12,35%
NICOSIA ACC;Cyprus;9;2020-02-25;978;1018,0;2019-02-26;861;13,59%;12,74%
NICOSIA ACC;Cyprus;9;2020-02-26;938;1012,0;2019-02-27;893;5,04%;11,31%
NICOSIA ACC;Cyprus;9;2020-02-27;1060;1011,3;2019-02-28;1012;4,74%;11,20%
NICOSIA ACC;Cyprus;9;2020-02-28;954;1004,4;2019-03-01;850;12,24%;10,19%
NICOSIA ACC;Cyprus;9;2020-02-29;991;998,6;2019-03-02;918;7,95%;8,69%
NICOSIA ACC;Cyprus;9;2020-03-01;1098;996,3;2019-03-03;1078;1,86%;7,54%
NICOSIA ACC;Cyprus;10;2020-03-02;932;993,0;2019-03-04;909;2,53%;6,59%
NICOSIA ACC;Cyprus;10;2020-03-03;918;984,4;2019-03-05;890;3,15%;5,21%
NICOSIA ACC;Cyprus;10;2020-03-04;965;988,3;2019-03-06;931;3,65%;5,01%
NICOSIA ACC;Cyprus;10;2020-03-05;1039;985,3;2019-03-07;1056;-1,61%;4,00%
NICOSIA ACC;Cyprus;10;2020-03-06;888;975,9;2019-03-08;841;5,59%;3,14%
NICOSIA ACC;Cyprus;10;2020-03-07;930;967,1;2019-03-09;924;0,65%;2,13%
NICOSIA ACC;Cyprus;10;2020-03-08;1002;953,4;2019-03-10;1075;-6,79%;0,72%
NICOSIA ACC;Cyprus;11;2020-03-09;792;933,4;2019-03-11;893;-11,31%;-1,15%
NICOSIA ACC;Cyprus;11;2020-03-10;780;913,7;2019-03-12;916;-14,85%;-3,62%
NICOSIA ACC;Cyprus;11;2020-03-11;803;890,6;2019-03-13;924;-13,10%;-5,96%
NICOSIA ACC;Cyprus;11;2020-03-12;756;850,1;2019-03-14;1033;-26,82%;-9,92%
NICOSIA ACC;Cyprus;11;2020-03-13;745;829,7;2019-03-15;877;-15,05%;-12,56%
NICOSIA ACC;Cyprus;11;2020-03-14;757;805,0;2019-03-16;987;-23,30%;-15,96%
NICOSIA ACC;Cyprus;11;2020-03-15;764;771,0;2019-03-17;1116;-31,54%;-20,00%
NICOSIA ACC;Cyprus;12;2020-03-16;677;754,6;2019-03-18;910;-25,60%;-21,90%
NICOSIA ACC;Cyprus;12;2020-03-17;533;719,3;2019-03-19;891;-40,18%;-25,27%
NICOSIA ACC;Cyprus;12;2020-03-18;555;683,9;2019-03-20;960;-42,19%;-29,33%
NICOSIA ACC;Cyprus;12;2020-03-19;416;635,3;2019-03-21;1068;-61,05%;-34,69%
NICOSIA ACC;Cyprus;12;2020-03-20;342;577,7;2019-03-22;885;-61,36%;-40,68%
NICOSIA ACC;Cyprus;12;2020-03-21;274;508,7;2019-03-23;969;-71,72%;-47,62%
NICOSIA ACC;Cyprus;12;2020-03-22;199;428,0;2019-03-24;1107;-82,02%;-55,88%
NICOSIA ACC;Cyprus;13;2020-03-23;148;352,4;2019-03-25;918;-83,88%;-63,71%
NICOSIA ACC;Cyprus;13;2020-03-24;160;299,1;2019-03-26;926;-82,72%;-69,35%
NICOSIA ACC;Cyprus;13;2020-03-25;153;241,7;2019-03-27;993;-84,59%;-75,36%
NICOSIA ACC;Cyprus;13;2020-03-26;154;204,3;2019-03-28;1075;-85,67%;-79,19%
NICOSIA ACC;Cyprus;13;2020-03-27;129;173,9;2019-03-29;890;-85,51%;-82,31%
NICOSIA ACC;Cyprus;13;2020-03-28;119;151,7;2019-03-30;993;-88,02%;-84,61%
NICOSIA ACC;Cyprus;13;2020-03-29;104;138,1;2019-03-31;1185;-91,22%;-86,15%
NICOSIA ACC;Cyprus;14;2020-03-30;97;130,9;2019-04-01;1089;-91,09%;-87,19%
NICOSIA ACC;Cyprus;14;2020-03-31;100;122,3;2019-04-02;1029;-90,28%;-88,20%
NICOSIA ACC;Cyprus;14;2020-04-01;127;118,6;2019-04-03;1057;-87,98%;-88,66%
NICOSIA ACC;Cyprus;14;2020-04-02;110;112,3;2019-04-04;1118;-90,16%;-89,32%
NICOSIA ACC;Cyprus;14;2020-04-03;104;108,7;2019-04-05;941;-88,95%;-89,73%
NICOSIA ACC;Cyprus;14;2020-04-04;76;102,6;2019-04-06;936;-91,88%;-90,24%
NICOSIA ACC;Cyprus;14;2020-04-05;96;101,4;2019-04-07;1161;-91,73%;-90,32%
NICOSIA ACC;Cyprus;15;2020-04-06;122;105,0;2019-04-08;1005;-87,86%;-89,86%
NICOSIA ACC;Cyprus;15;2020-04-07;146;111,6;2019-04-09;1011;-85,56%;-89,20%
NICOSIA ACC;Cyprus;15;2020-04-08;135;112,7;2019-04-10;1108;-87,82%;-89,16%
NICOSIA ACC;Cyprus;15;2020-04-09;127;115,1;2019-04-11;1151;-88,97%;-88,98%
NICOSIA ACC;Cyprus;15;2020-04-10;117;117,0;2019-04-12;993;-88,22%;-88,88%
NICOSIA ACC;Cyprus;15;2020-04-11;106;121,3;2019-04-13;1058;-89,98%;-88,66%
NICOSIA ACC;Cyprus;15;2020-04-12;111;123,4;2019-04-14;1271;-91,27%;-88,63%
NICOSIA ACC;Cyprus;16;2020-04-13;126;124,0;2019-04-15;1094;-88,48%;-88,71%
NICOSIA ACC;Cyprus;16;2020-04-14;115;119,6;2019-04-16;1102;-89,56%;-89,24%
NICOSIA ACC;Cyprus;16;2020-04-15;125;118,1;2019-04-17;1207;-89,64%;-89,50%
NICOSIA ACC;Cyprus;16;2020-04-16;135;119,3;2019-04-18;1384;-90,25%;-89,70%
NICOSIA ACC;Cyprus;16;2020-04-17;118;119,4;2019-04-19;1171;-89,92%;-89,91%
NICOSIA ACC;Cyprus;16;2020-04-18;118;121,1;2019-04-20;1225;-90,37%;-89,97%
NICOSIA ACC;Cyprus;16;2020-04-19;97;119,1;2019-04-21;1413;-93,14%;-90,30%
NICOSIA ACC;Cyprus;17;2020-04-20;116;117,7;2019-04-22;1200;-90,33%;-90,53%
NICOSIA ACC;Cyprus;17;2020-04-21;114;117,6;2019-04-23;1113;-89,76%;-90,55%
NICOSIA ACC;Cyprus;17;2020-04-22;147;120,7;2019-04-24;1191;-87,66%;-90,28%
NICOSIA ACC;Cyprus;17;2020-04-23;133;120,4;2019-04-25;1231;-89,20%;-90,13%
NICOSIA ACC;Cyprus;17;2020-04-24;119;120,6;2019-04-26;1051;-88,68%;-89,98%
NICOSIA ACC;Cyprus;17;2020-04-25;103;118,4;2019-04-27;1248;-91,75%;-90,19%
NICOSIA ACC;Cyprus;17;2020-04-26;106;119,7;2019-04-28;1381;-92,32%;-90,04%
NICOSIA ACC;Cyprus;18;2020-04-27;157;125,6;2019-04-29;1222;-87,15%;-89,58%
NICOSIA ACC;Cyprus;18;2020-04-28;167;133,1;2019-04-30;1140;-85,35%;-88,99%
NICOSIA ACC;Cyprus;18;2020-04-29;153;134,0;2019-05-01;1218;-87,44%;-88,95%
NICOSIA ACC;Cyprus;18;2020-04-30;162;138,1;2019-05-02;1247;-87,01%;-88,63%
NICOSIA ACC;Cyprus;18;2020-05-01;151;142,7;2019-05-03;1060;-85,75%;-88,27%
NICOSIA ACC;Cyprus;18;2020-05-02;142;148,3;2019-05-04;1122;-87,34%;-87,63%
NICOSIA ACC;Cyprus;18;2020-05-03;121;150,4;2019-05-05;1295;-90,66%;-87,32%
NICOSIA ACC;Cyprus;19;2020-05-04;135;147,3;2019-05-06;1147;-88,23%;-87,47%
NICOSIA ACC;Cyprus;19;2020-05-05;171;147,9;2019-05-07;1057;-83,82%;-87,29%
NICOSIA ACC;Cyprus;19;2020-05-06;199;154,4;2019-05-08;1147;-82,65%;-86,61%
NICOSIA ACC;Cyprus;19;2020-05-07;180;157,0;2019-05-09;1112;-83,81%;-86,16%
NICOSIA ACC;Cyprus;19;2020-05-08;183;161,6;2019-05-10;1006;-81,81%;-85,66%
NICOSIA ACC;Cyprus;19;2020-05-09;126;159,3;2019-05-11;1104;-88,59%;-85,83%
NICOSIA ACC;Cyprus;19;2020-05-10;124;159,7;2019-05-12;1245;-90,04%;-85,70%
NICOSIA ACC;Cyprus;20;2020-05-11;148;161,6;2019-05-13;1064;-86,09%;-85,38%
NICOSIA ACC;Cyprus;20;2020-05-12;146;158,0;2019-05-14;964;-84,85%;-85,53%
NICOSIA ACC;Cyprus;20;2020-05-13;179;155,1;2019-05-15;1071;-83,29%;-85,65%
NICOSIA ACC;Cyprus;20;2020-05-14;191;156,7;2019-05-16;1118;-82,92%;-85,51%
NICOSIA ACC;Cyprus;20;2020-05-15;183;156,7;2019-05-17;987;-81,46%;-85,48%
NICOSIA ACC;Cyprus;20;2020-05-16;157;161,1;2019-05-18;1022;-84,64%;-84,90%
NICOSIA ACC;Cyprus;20;2020-05-17;160;166,3;2019-05-19;1182;-86,46%;-84,29%
NICOSIA ACC;Cyprus;21;2020-05-18;166;168,9;2019-05-20;1111;-85,06%;-84,14%
NICOSIA ACC;Cyprus;21;2020-05-19;192;175,4;2019-05-21;985;-80,51%;-83,57%
NICOSIA ACC;Cyprus;21;2020-05-20;189;176,9;2019-05-22;1098;-82,79%;-83,50%
NICOSIA ACC;Cyprus;21;2020-05-21;183;175,7;2019-05-23;1130;-83,81%;-83,63%
NICOSIA ACC;Cyprus;21;2020-05-22;166;173,3;2019-05-24;1035;-83,96%;-83,96%
NICOSIA ACC;Cyprus;21;2020-05-23;141;171,0;2019-05-25;1052;-86,60%;-84,24%
NICOSIA ACC;Cyprus;21;2020-05-24;161;171,1;2019-05-26;1256;-87,18%;-84,37%
NICOSIA ACC;Cyprus;22;2020-05-25;138;167,1;2019-05-27;1108;-87,55%;-84,73%
NICOSIA ACC;Cyprus;22;2020-05-26;163;163,0;2019-05-28;1072;-84,79%;-85,28%
NICOSIA ACC;Cyprus;22;2020-05-27;172;160,6;2019-05-29;1150;-85,04%;-85,60%
NICOSIA ACC;Cyprus;22;2020-05-28;174;159,3;2019-05-30;1185;-85,32%;-85,81%
NICOSIA ACC;Cyprus;22;2020-05-29;136;155,0;2019-05-31;1054;-87,10%;-86,23%
NICOSIA ACC;Cyprus;22;2020-05-30;150;156,3;2019-06-01;1081;-86,12%;-86,16%
NICOSIA ACC;Cyprus;22;2020-05-31;140;153,3;2019-06-02;1315;-89,35%;-86,53%
NICOSIA ACC;Cyprus;23;2020-06-01;155;155,7;2019-06-03;1229;-87,39%;-86,52%
NICOSIA ACC;Cyprus;23;2020-06-02;148;153,6;2019-06-04;1230;-87,97%;-86,96%
NICOSIA ACC;Cyprus;23;2020-06-03;177;154,3;2019-06-05;1342;-86,81%;-87,20%
NICOSIA ACC;Cyprus;23;2020-06-04;170;153,7;2019-06-06;1380;-87,68%;-87,53%
NICOSIA ACC;Cyprus;23;2020-06-05;161;157,3;2019-06-07;1222;-86,82%;-87,49%
NICOSIA ACC;Cyprus;23;2020-06-06;164;159,3;2019-06-08;1202;-86,36%;-87,50%
NICOSIA ACC;Cyprus;23;2020-06-07;139;159,1;2019-06-09;1350;-89,70%;-87,56%
NICOSIA ACC;Cyprus;24;2020-06-08;143;157,4;2019-06-10;1361;-89,49%;-87,87%
NICOSIA ACC;Cyprus;24;2020-06-09;188;163,1;2019-06-11;1241;-84,85%;-87,45%
NICOSIA ACC;Cyprus;24;2020-06-10;215;168,6;2019-06-12;1301;-83,47%;-86,97%
NICOSIA ACC;Cyprus;24;2020-06-11;198;172,6;2019-06-13;1340;-85,22%;-86,60%
NICOSIA ACC;Cyprus;24;2020-06-12;193;177,1;2019-06-14;1105;-82,53%;-86,07%
NICOSIA ACC;Cyprus;24;2020-06-13;171;178,1;2019-06-15;1131;-84,88%;-85,88%
NICOSIA ACC;Cyprus;24;2020-06-14;174;183,1;2019-06-16;1387;-87,45%;-85,54%
NICOSIA ACC;Cyprus;25;2020-06-15;178;188,1;2019-06-17;1277;-86,06%;-85,00%
NICOSIA ACC;Cyprus;25;2020-06-16;175;186,3;2019-06-18;1169;-85,03%;-85,03%
NICOSIA ACC;Cyprus;25;2020-06-17;194;183,3;2019-06-19;1263;-84,64%;-85,21%
NICOSIA ACC;Cyprus;25;2020-06-18;197;183,1;2019-06-20;1374;-85,66%;-85,27%
NICOSIA ACC;Cyprus;25;2020-06-19;211;185,7;2019-06-21;1181;-82,13%;-85,20%
NICOSIA ACC;Cyprus;25;2020-06-20;173;186,0;2019-06-22;1130;-84,69%;-85,17%
NICOSIA ACC;Cyprus;25;2020-06-21;194;188,9;2019-06-23;1395;-86,09%;-84,96%
NICOSIA ACC;Cyprus;26;2020-06-22;214;194,0;2019-06-24;1260;-83,02%;-84,52%
NICOSIA ACC;Cyprus;26;2020-06-23;171;193,4;2019-06-25;1225;-86,04%;-84,66%
NICOSIA ACC;Cyprus;26;2020-06-24;180;191,4;2019-06-26;1303;-86,19%;-84,89%
NICOSIA ACC;Cyprus;26;2020-06-25;221;194,9;2019-06-27;1331;-83,40%;-84,54%
NICOSIA ACC;Cyprus;26;2020-06-26;202;193,6;2019-06-28;1202;-83,19%;-84,68%
NICOSIA ACC;Cyprus;26;2020-06-27;168;192,9;2019-06-29;1175;-85,70%;-84,82%
NICOSIA ACC;Cyprus;26;2020-06-28;188;192,0;2019-06-30;1431;-86,86%;-84,94%
NICOSIA ACC;Cyprus;27;2020-06-29;211;191,6;2019-07-01;1392;-84,84%;-85,20%
NICOSIA ACC;Cyprus;27;2020-06-30;187;193,9;2019-07-02;1302;-85,64%;-85,15%
NICOSIA ACC;Cyprus;27;2020-07-01;263;205,7;2019-07-03;1346;-80,46%;-84,31%
NICOSIA ACC;Cyprus;27;2020-07-02;280;214,1;2019-07-04;1411;-80,16%;-83,81%
NICOSIA ACC;Cyprus;27;2020-07-03;272;224,1;2019-07-05;1263;-78,46%;-83,17%
NICOSIA ACC;Cyprus;27;2020-07-04;243;234,9;2019-07-06;1168;-79,20%;-82,35%
NICOSIA ACC;Cyprus;27;2020-07-05;295;250,1;2019-07-07;1406;-79,02%;-81,15%
NICOSIA ACC;Cyprus;28;2020-07-06;279;259,9;2019-07-08;1391;-79,94%;-80,41%
NICOSIA ACC;Cyprus;28;2020-07-07;271;271,9;2019-07-09;1307;-79,27%;-79,52%
NICOSIA ACC;Cyprus;28;2020-07-08;281;274,4;2019-07-10;1355;-79,26%;-79,35%
NICOSIA ACC;Cyprus;28;2020-07-09;268;272,7;2019-07-11;1369;-80,42%;-79,38%
NICOSIA ACC;Cyprus;28;2020-07-10;312;278,4;2019-07-12;1224;-74,51%;-78,86%
NICOSIA ACC;Cyprus;28;2020-07-11;264;281,4;2019-07-13;1196;-77,93%;-78,70%
NICOSIA ACC;Cyprus;28;2020-07-12;284;279,9;2019-07-14;1417;-79,96%;-78,84%
NICOSIA ACC;Cyprus;29;2020-07-13;275;279,3;2019-07-15;1350;-79,63%;-78,79%
NICOSIA ACC;Cyprus;29;2020-07-14;261;277,9;2019-07-16;1236;-78,88%;-78,74%
NICOSIA ACC;Cyprus;29;2020-07-15;322;283,7;2019-07-17;1361;-76,34%;-78,30%
NICOSIA ACC;Cyprus;29;2020-07-16;329;292,4;2019-07-18;1434;-77,06%;-77,79%
NICOSIA ACC;Cyprus;29;2020-07-17;313;292,6;2019-07-19;1284;-75,62%;-77,93%
NICOSIA ACC;Cyprus;29;2020-07-18;331;302,1;2019-07-20;1225;-72,98%;-77,28%
NICOSIA ACC;Cyprus;29;2020-07-19;340;310,1;2019-07-21;1477;-76,98%;-76,82%
NICOSIA ACC;Cyprus;30;2020-07-20;307;314,7;2019-07-22;1391;-77,93%;-76,58%
NICOSIA ACC;Cyprus;30;2020-07-21;309;321,6;2019-07-23;1322;-76,63%;-76,29%
NICOSIA ACC;Cyprus;30;2020-07-22;352;325,9;2019-07-24;1394;-74,75%;-76,06%
NICOSIA ACC;Cyprus;30;2020-07-23;367;331,3;2019-07-25;1424;-74,23%;-75,63%
NICOSIA ACC;Cyprus;30;2020-07-24;312;331,1;2019-07-26;1277;-75,57%;-75,63%
NICOSIA ACC;Cyprus;30;2020-07-25;344;333,0;2019-07-27;1179;-70,82%;-75,37%
NICOSIA ACC;Cyprus;30;2020-07-26;341;333,1;2019-07-28;1446;-76,42%;-75,28%
NICOSIA ACC;Cyprus;31;2020-07-27;316;334,4;2019-07-29;1449;-78,19%;-75,33%
NICOSIA ACC;Cyprus;31;2020-07-28;322;336,3;2019-07-30;1373;-76,55%;-75,33%
NICOSIA ACC;Cyprus;31;2020-07-29;345;335,3;2019-07-31;1456;-76,30%;-75,56%
NICOSIA ACC;Cyprus;31;2020-07-30;350;332,9;2019-08-01;1431;-75,54%;-75,76%
NICOSIA ACC;Cyprus;31;2020-07-31;326;334,9;2019-08-02;1281;-74,55%;-75,62%
NICOSIA ACC;Cyprus;31;2020-08-01;389;341,3;2019-08-03;1261;-69,15%;-75,36%
NICOSIA ACC;Cyprus;31;2020-08-02;371;345,6;2019-08-04;1470;-74,76%;-75,12%
NICOSIA ACC;Cyprus;32;2020-08-03;352;350,7;2019-08-05;1421;-75,23%;-74,67%
NICOSIA ACC;Cyprus;32;2020-08-04;345;354,0;2019-08-06;1309;-73,64%;-74,27%
NICOSIA ACC;Cyprus;32;2020-08-05;400;361,9;2019-08-07;1429;-72,01%;-73,62%
NICOSIA ACC;Cyprus;32;2020-08-06;460;377,6;2019-08-08;1436;-67,97%;-72,49%
NICOSIA ACC;Cyprus;32;2020-08-07;387;386,3;2019-08-09;1330;-70,90%;-72,00%
NICOSIA ACC;Cyprus;32;2020-08-08;420;390,7;2019-08-10;1292;-67,49%;-71,77%
NICOSIA ACC;Cyprus;32;2020-08-09;409;396,1;2019-08-11;1443;-71,66%;-71,29%
NICOSIA ACC;Cyprus;33;2020-08-10;361;397,4;2019-08-12;1381;-73,86%;-71,08%
NICOSIA ACC;Cyprus;33;2020-08-11;391;404,0;2019-08-13;1360;-71,25%;-70,76%
NICOSIA ACC;Cyprus;33;2020-08-12;397;403,6;2019-08-14;1466;-72,92%;-70,90%
NICOSIA ACC;Cyprus;33;2020-08-13;424;398,4;2019-08-15;1452;-70,80%;-71,32%
NICOSIA ACC;Cyprus;33;2020-08-14;347;392,7;2019-08-16;1344;-74,18%;-71,77%
NICOSIA ACC;Cyprus;33;2020-08-15;397;389,4;2019-08-17;1298;-69,41%;-72,02%
NICOSIA ACC;Cyprus;33;2020-08-16;410;389,6;2019-08-18;1542;-73,41%;-72,30%
NICOSIA ACC;Cyprus;34;2020-08-17;398;394,9;2019-08-19;1510;-73,64%;-72,28%
NICOSIA ACC;Cyprus;34;2020-08-18;393;395,1;2019-08-20;1375;-71,42%;-72,30%
NICOSIA ACC;Cyprus;34;2020-08-19;431;400,0;2019-08-21;1445;-70,17%;-71,90%
NICOSIA ACC;Cyprus;34;2020-08-20;409;397,9;2019-08-22;1455;-71,89%;-72,06%
NICOSIA ACC;Cyprus;34;2020-08-21;392;404,3;2019-08-23;1350;-70,96%;-71,63%
NICOSIA ACC;Cyprus;34;2020-08-22;418;407,3;2019-08-24;1334;-68,67%;-71,52%
NICOSIA ACC;Cyprus;34;2020-08-23;437;411,1;2019-08-25;1470;-70,27%;-71,04%
NICOSIA ACC;Cyprus;35;2020-08-24;380;408,6;2019-08-26;1421;-73,26%;-70,96%
NICOSIA ACC;Cyprus;35;2020-08-25;378;406,4;2019-08-27;1404;-73,08%;-71,20%
NICOSIA ACC;Cyprus;35;2020-08-26;418;404,6;2019-08-28;1446;-71,09%;-71,34%
NICOSIA ACC;Cyprus;35;2020-08-27;460;411,9;2019-08-29;1418;-67,56%;-70,71%
NICOSIA ACC;Cyprus;35;2020-08-28;398;412,7;2019-08-30;1300;-69,38%;-70,50%
NICOSIA ACC;Cyprus;35;2020-08-29;418;412,7;2019-08-31;1289;-67,57%;-70,36%
NICOSIA ACC;Cyprus;35;2020-08-30;451;414,7;2019-09-01;1413;-68,08%;-70,04%
NICOSIA ACC;Cyprus;36;2020-08-31;423;420,9;2019-09-02;1362;-68,94%;-69,41%
NICOSIA ACC;Cyprus;36;2020-09-01;369;419,6;2019-09-03;1267;-70,88%;-69,07%
NICOSIA ACC;Cyprus;36;2020-09-02;433;421,7;2019-09-04;1326;-67,35%;-68,51%
NICOSIA ACC;Cyprus;36;2020-09-03;434;418,0;2019-09-05;1359;-68,06%;-68,59%
NICOSIA ACC;Cyprus;36;2020-09-04;420;421,1;2019-09-06;1170;-64,10%;-67,91%
NICOSIA ACC;Cyprus;36;2020-09-05;457;426,7;2019-09-07;1138;-59,84%;-66,94%
NICOSIA ACC;Cyprus;36;2020-09-06;503;434,1;2019-09-08;1396;-63,97%;-66,30%
NICOSIA ACC;Cyprus;37;2020-09-07;408;432,0;2019-09-09;1289;-68,35%;-66,19%
NICOSIA ACC;Cyprus;37;2020-09-08;383;434,0;2019-09-10;1220;-68,61%;-65,86%
NICOSIA ACC;Cyprus;37;2020-09-09;427;433,1;2019-09-11;1289;-66,87%;-65,78%
NICOSIA ACC;Cyprus;37;2020-09-10;436;433,4;2019-09-12;1366;-68,08%;-65,79%
NICOSIA ACC;Cyprus;37;2020-09-11;409;431,9;2019-09-13;1147;-64,34%;-65,82%
NICOSIA ACC;Cyprus;37;2020-09-12;419;426,4;2019-09-14;1151;-63,60%;-66,30%
NICOSIA ACC;Cyprus;37;2020-09-13;453;419,3;2019-09-15;1415;-67,99%;-66,94%
NICOSIA ACC;Cyprus;38;2020-09-14;385;416,0;2019-09-16;1252;-69,25%;-67,06%
NICOSIA ACC;Cyprus;38;2020-09-15;378;415,3;2019-09-17;1201;-68,53%;-67,04%
NICOSIA ACC;Cyprus;38;2020-09-16;465;420,7;2019-09-18;1262;-63,15%;-66,51%
NICOSIA ACC;Cyprus;38;2020-09-17;466;425,0;2019-09-19;1305;-64,29%;-65,93%
NICOSIA ACC;Cyprus;38;2020-09-18;410;425,1;2019-09-20;1127;-63,62%;-65,84%
NICOSIA ACC;Cyprus;38;2020-09-19;413;424,3;2019-09-21;1101;-62,49%;-65,72%
NICOSIA ACC;Cyprus;38;2020-09-20;466;426,1;2019-09-22;1342;-65,28%;-65,27%
NICOSIA ACC;Cyprus;39;2020-09-21;408;429,4;2019-09-23;1253;-67,44%;-65,01%
NICOSIA ACC;Cyprus;39;2020-09-22;355;426,1;2019-09-24;1180;-69,92%;-65,19%
NICOSIA ACC;Cyprus;39;2020-09-23;431;421,3;2019-09-25;1351;-68,10%;-65,94%
NICOSIA ACC;Cyprus;39;2020-09-24;429;416,0;2019-09-26;1383;-68,98%;-66,67%
NICOSIA ACC;Cyprus;39;2020-09-25;440;420,3;2019-09-27;1233;-64,31%;-66,73%
NICOSIA ACC;Cyprus;39;2020-09-26;433;423,1;2019-09-28;1155;-62,51%;-66,71%
NICOSIA ACC;Cyprus;39;2020-09-27;407;414,7;2019-09-29;1254;-67,54%;-67,05%
NICOSIA ACC;Cyprus;40;2020-09-28;279;396,3;2019-09-30;1102;-74,68%;-67,96%
NICOSIA ACC;Cyprus;40;2020-09-29;404;403,3;2019-10-01;1187;-65,96%;-67,42%
NICOSIA ACC;Cyprus;40;2020-09-30;438;404,3;2019-10-02;1391;-68,51%;-67,49%
NICOSIA ACC;Cyprus;40;2020-10-01;481;411,7;2019-10-03;1340;-64,10%;-66,73%
NICOSIA ACC;Cyprus;40;2020-10-02;405;406,7;2019-10-04;1115;-63,68%;-66,68%
NICOSIA ACC;Cyprus;40;2020-10-03;445;408,4;2019-10-05;1159;-61,60%;-66,55%
NICOSIA ACC;Cyprus;40;2020-10-04;466;416,9;2019-10-06;1340;-65,22%;-66,20%
NICOSIA ACC;Cyprus;41;2020-10-05;370;429,9;2019-10-07;1285;-71,21%;-65,87%
NICOSIA ACC;Cyprus;41;2020-10-06;338;420,4;2019-10-08;943;-64,16%;-65,67%
NICOSIA ACC;Cyprus;41;2020-10-07;418;417,6;2019-10-09;833;-49,82%;-63,53%
NICOSIA ACC;Cyprus;41;2020-10-08;440;411,7;2019-10-10;1315;-66,54%;-63,93%
NICOSIA ACC;Cyprus;41;2020-10-09;416;413,3;2019-10-11;1213;-65,70%;-64,23%
NICOSIA ACC;Cyprus;41;2020-10-10;504;421,7;2019-10-12;1193;-57,75%;-63,65%
NICOSIA ACC;Cyprus;41;2020-10-11;506;427,4;2019-10-13;1299;-61,05%;-62,97%
NICOSIA ACC;Cyprus;42;2020-10-12;369;427,3;2019-10-14;1146;-67,80%;-62,34%
