Entity;State;Week;Day;Flights;Flights (7-day moving average);Day 2019;Flights 2019 (Reference);% vs 2019 (Daily);% vs 2019 (7-day Moving Average)
CHISINAU ACC;Moldova;25;2020-06-19;39;28,4;2019-06-21;200;-80,50%;-84,94%
CHISINAU ACC;Moldova;25;2020-06-20;32;31,7;2019-06-22;216;-85,19%;-83,40%
CHISINAU ACC;Moldova;25;2020-06-21;30;34,3;2019-06-23;208;-85,58%;-82,34%
CHISINAU ACC;Moldova;26;2020-06-22;27;33,1;2019-06-24;175;-84,57%;-82,81%
CHISINAU ACC;Moldova;26;2020-06-23;34;33,0;2019-06-25;209;-83,73%;-83,24%
CHISINAU ACC;Moldova;26;2020-06-24;30;31,1;2019-06-26;197;-84,77%;-84,36%
CHISINAU ACC;Moldova;26;2020-06-25;34;32,3;2019-06-27;193;-82,38%;-83,83%
CHISINAU ACC;Moldova;26;2020-06-26;38;32,1;2019-06-28;193;-80,31%;-83,82%
CHISINAU ACC;Moldova;26;2020-06-27;23;30,9;2019-06-29;185;-87,57%;-84,12%
CHISINAU ACC;Moldova;26;2020-06-28;25;30,1;2019-06-30;202;-87,62%;-84,42%
CHISINAU ACC;Moldova;27;2020-06-29;23;29,6;2019-07-01;195;-88,21%;-84,93%
CHISINAU ACC;Moldova;27;2020-06-30;30;29,0;2019-07-02;183;-83,61%;-84,94%
CHISINAU ACC;Moldova;27;2020-07-01;56;32,7;2019-07-03;199;-71,86%;-83,04%
CHISINAU ACC;Moldova;27;2020-07-02;63;36,9;2019-07-04;191;-67,02%;-80,86%
CHISINAU ACC;Moldova;27;2020-07-03;67;41,0;2019-07-05;202;-66,83%;-78,85%
CHISINAU ACC;Moldova;27;2020-07-04;58;46,0;2019-07-06;184;-68,48%;-76,25%
CHISINAU ACC;Moldova;27;2020-07-05;56;50,4;2019-07-07;201;-72,14%;-73,95%
CHISINAU ACC;Moldova;28;2020-07-06;53;54,7;2019-07-08;180;-70,56%;-71,42%
CHISINAU ACC;Moldova;28;2020-07-07;67;60,0;2019-07-09;189;-64,55%;-68,80%
CHISINAU ACC;Moldova;28;2020-07-08;48;58,9;2019-07-10;195;-75,38%;-69,30%
CHISINAU ACC;Moldova;28;2020-07-09;48;56,7;2019-07-11;175;-72,57%;-70,06%
CHISINAU ACC;Moldova;28;2020-07-10;63;56,1;2019-07-12;190;-66,84%;-70,09%
CHISINAU ACC;Moldova;28;2020-07-11;61;56,6;2019-07-13;204;-70,10%;-70,31%
CHISINAU ACC;Moldova;28;2020-07-12;54;56,3;2019-07-14;196;-72,45%;-70,35%
CHISINAU ACC;Moldova;29;2020-07-13;48;55,6;2019-07-15;192;-75,00%;-70,99%
CHISINAU ACC;Moldova;29;2020-07-14;64;55,1;2019-07-16;184;-65,22%;-71,11%
CHISINAU ACC;Moldova;29;2020-07-15;60;56,9;2019-07-17;188;-68,09%;-70,05%
CHISINAU ACC;Moldova;29;2020-07-16;54;57,7;2019-07-18;177;-69,49%;-69,65%
CHISINAU ACC;Moldova;29;2020-07-17;75;59,4;2019-07-19;200;-62,50%;-68,98%
CHISINAU ACC;Moldova;29;2020-07-18;72;61,0;2019-07-20;204;-64,71%;-68,16%
CHISINAU ACC;Moldova;29;2020-07-19;70;63,3;2019-07-21;189;-62,96%;-66,79%
CHISINAU ACC;Moldova;30;2020-07-20;60;65,0;2019-07-22;188;-68,09%;-65,79%
CHISINAU ACC;Moldova;30;2020-07-21;65;65,1;2019-07-23;186;-65,05%;-65,77%
CHISINAU ACC;Moldova;30;2020-07-22;50;63,7;2019-07-24;244;-79,51%;-67,87%
CHISINAU ACC;Moldova;30;2020-07-23;62;64,9;2019-07-25;177;-64,97%;-67,29%
CHISINAU ACC;Moldova;30;2020-07-24;61;62,9;2019-07-26;191;-68,06%;-68,09%
CHISINAU ACC;Moldova;30;2020-07-25;76;63,4;2019-07-27;197;-61,42%;-67,64%
CHISINAU ACC;Moldova;30;2020-07-26;66;62,9;2019-07-28;195;-66,15%;-68,07%
CHISINAU ACC;Moldova;31;2020-07-27;46;60,9;2019-07-29;194;-76,29%;-69,22%
CHISINAU ACC;Moldova;31;2020-07-28;81;63,1;2019-07-30;184;-55,98%;-68,02%
CHISINAU ACC;Moldova;31;2020-07-29;54;63,7;2019-07-31;186;-70,97%;-66,31%
CHISINAU ACC;Moldova;31;2020-07-30;53;62,4;2019-08-01;172;-69,19%;-66,87%
CHISINAU ACC;Moldova;31;2020-07-31;75;64,4;2019-08-02;201;-62,69%;-66,06%
CHISINAU ACC;Moldova;31;2020-08-01;69;63,4;2019-08-03;220;-68,64%;-67,16%
CHISINAU ACC;Moldova;31;2020-08-02;73;64,4;2019-08-04;190;-61,58%;-66,52%
CHISINAU ACC;Moldova;32;2020-08-03;61;66,6;2019-08-05;178;-65,73%;-64,99%
CHISINAU ACC;Moldova;32;2020-08-04;76;65,9;2019-08-06;172;-55,81%;-65,05%
CHISINAU ACC;Moldova;32;2020-08-05;65;67,4;2019-08-07;185;-64,86%;-64,19%
CHISINAU ACC;Moldova;32;2020-08-06;55;67,7;2019-08-08;189;-70,90%;-64,49%
CHISINAU ACC;Moldova;32;2020-08-07;84;69,0;2019-08-09;213;-60,56%;-64,14%
CHISINAU ACC;Moldova;32;2020-08-08;81;70,7;2019-08-10;219;-63,01%;-63,22%
CHISINAU ACC;Moldova;32;2020-08-09;69;70,1;2019-08-11;195;-64,62%;-63,66%
CHISINAU ACC;Moldova;33;2020-08-10;69;71,3;2019-08-12;174;-60,34%;-62,95%
CHISINAU ACC;Moldova;33;2020-08-11;81;72,0;2019-08-13;189;-57,14%;-63,05%
CHISINAU ACC;Moldova;33;2020-08-12;60;71,3;2019-08-14;196;-69,39%;-63,71%
CHISINAU ACC;Moldova;33;2020-08-13;67;73,0;2019-08-15;186;-63,98%;-62,76%
CHISINAU ACC;Moldova;33;2020-08-14;85;73,1;2019-08-16;196;-56,63%;-62,21%
CHISINAU ACC;Moldova;33;2020-08-15;84;73,6;2019-08-17;199;-57,79%;-61,42%
CHISINAU ACC;Moldova;33;2020-08-16;71;73,9;2019-08-18;201;-64,68%;-61,45%
CHISINAU ACC;Moldova;34;2020-08-17;58;72,3;2019-08-19;168;-65,48%;-62,10%
CHISINAU ACC;Moldova;34;2020-08-18;95;74,3;2019-08-20;173;-45,09%;-60,58%
CHISINAU ACC;Moldova;34;2020-08-19;62;74,6;2019-08-21;189;-67,20%;-60,21%
CHISINAU ACC;Moldova;34;2020-08-20;60;73,6;2019-08-22;181;-66,85%;-60,60%
CHISINAU ACC;Moldova;34;2020-08-21;75;72,1;2019-08-23;198;-62,12%;-61,42%
CHISINAU ACC;Moldova;34;2020-08-22;96;73,9;2019-08-24;196;-51,02%;-60,41%
CHISINAU ACC;Moldova;34;2020-08-23;66;73,1;2019-08-25;191;-65,45%;-60,49%
CHISINAU ACC;Moldova;35;2020-08-24;70;74,9;2019-08-26;169;-58,58%;-59,60%
CHISINAU ACC;Moldova;35;2020-08-25;90;74,1;2019-08-27;165;-45,45%;-59,74%
CHISINAU ACC;Moldova;35;2020-08-26;74;75,9;2019-08-28;174;-57,47%;-58,32%
CHISINAU ACC;Moldova;35;2020-08-27;62;76,1;2019-08-29;169;-63,31%;-57,77%
CHISINAU ACC;Moldova;35;2020-08-28;83;77,3;2019-08-30;244;-65,98%;-58,64%
CHISINAU ACC;Moldova;35;2020-08-29;88;76,1;2019-08-31;193;-54,40%;-59,16%
CHISINAU ACC;Moldova;35;2020-08-30;78;77,9;2019-09-01;217;-64,06%;-59,05%
CHISINAU ACC;Moldova;36;2020-08-31;64;77,0;2019-09-02;167;-61,68%;-59,44%
CHISINAU ACC;Moldova;36;2020-09-01;86;76,4;2019-09-03;161;-46,58%;-59,62%
CHISINAU ACC;Moldova;36;2020-09-02;55;73,7;2019-09-04;184;-70,11%;-61,35%
CHISINAU ACC;Moldova;36;2020-09-03;54;72,6;2019-09-05;172;-68,60%;-62,03%
CHISINAU ACC;Moldova;36;2020-09-04;79;72,0;2019-09-06;179;-55,87%;-60,41%
CHISINAU ACC;Moldova;36;2020-09-05;81;71,0;2019-09-07;189;-57,14%;-60,84%
CHISINAU ACC;Moldova;36;2020-09-06;58;68,1;2019-09-08;198;-70,71%;-61,84%
CHISINAU ACC;Moldova;37;2020-09-07;55;66,9;2019-09-09;170;-67,65%;-62,65%
CHISINAU ACC;Moldova;37;2020-09-08;93;67,9;2019-09-10;156;-40,38%;-61,94%
CHISINAU ACC;Moldova;37;2020-09-09;49;67,0;2019-09-11;223;-78,03%;-63,56%
CHISINAU ACC;Moldova;37;2020-09-10;58;67,6;2019-09-12;192;-69,79%;-63,81%
CHISINAU ACC;Moldova;37;2020-09-11;81;67,9;2019-09-13;164;-50,61%;-63,24%
CHISINAU ACC;Moldova;37;2020-09-12;84;68,3;2019-09-14;194;-56,70%;-63,15%
CHISINAU ACC;Moldova;37;2020-09-13;62;68,9;2019-09-15;203;-69,46%;-62,98%
CHISINAU ACC;Moldova;38;2020-09-14;81;72,6;2019-09-16;166;-51,20%;-60,86%
CHISINAU ACC;Moldova;38;2020-09-15;97;73,1;2019-09-17;179;-45,81%;-61,24%
CHISINAU ACC;Moldova;38;2020-09-16;65;75,4;2019-09-18;172;-62,21%;-58,43%
CHISINAU ACC;Moldova;38;2020-09-17;78;78,3;2019-09-19;161;-51,55%;-55,77%
CHISINAU ACC;Moldova;38;2020-09-18;74;77,3;2019-09-20;173;-57,23%;-56,65%
CHISINAU ACC;Moldova;38;2020-09-19;85;77,4;2019-09-21;185;-54,05%;-56,26%
CHISINAU ACC;Moldova;38;2020-09-20;61;77,3;2019-09-22;182;-66,48%;-55,58%
CHISINAU ACC;Moldova;39;2020-09-21;63;74,7;2019-09-23;157;-59,87%;-56,74%
CHISINAU ACC;Moldova;39;2020-09-22;75;71,6;2019-09-24;155;-51,61%;-57,72%
CHISINAU ACC;Moldova;39;2020-09-23;68;72,0;2019-09-25;162;-58,02%;-57,11%
CHISINAU ACC;Moldova;39;2020-09-24;65;70,1;2019-09-26;170;-61,76%;-58,53%
CHISINAU ACC;Moldova;39;2020-09-25;75;70,3;2019-09-27;167;-55,09%;-58,23%
CHISINAU ACC;Moldova;39;2020-09-26;74;68,7;2019-09-28;156;-52,56%;-58,14%
CHISINAU ACC;Moldova;39;2020-09-27;52;67,4;2019-09-29;183;-71,58%;-58,96%
CHISINAU ACC;Moldova;40;2020-09-28;51;65,7;2019-09-30;142;-64,08%;-59,47%
CHISINAU ACC;Moldova;40;2020-09-29;75;65,7;2019-10-01;148;-49,32%;-59,22%
CHISINAU ACC;Moldova;40;2020-09-30;57;64,1;2019-10-02;144;-60,42%;-59,55%
CHISINAU ACC;Moldova;40;2020-10-01;60;63,4;2019-10-03;222;-72,97%;-61,79%
CHISINAU ACC;Moldova;40;2020-10-02;74;63,3;2019-10-04;159;-53,46%;-61,61%
CHISINAU ACC;Moldova;40;2020-10-03;72;63,0;2019-10-05;156;-53,85%;-61,79%
CHISINAU ACC;Moldova;40;2020-10-04;56;63,6;2019-10-06;190;-70,53%;-61,67%
CHISINAU ACC;Moldova;41;2020-10-05;63;65,3;2019-10-07;130;-51,54%;-60,23%
CHISINAU ACC;Moldova;41;2020-10-06;55;62,4;2019-10-08;156;-64,74%;-62,23%
CHISINAU ACC;Moldova;41;2020-10-07;54;62,0;2019-10-09;144;-62,50%;-62,49%
CHISINAU ACC;Moldova;41;2020-10-08;57;61,6;2019-10-10;151;-62,25%;-60,31%
CHISINAU ACC;Moldova;41;2020-10-09;67;60,6;2019-10-11;152;-55,92%;-60,70%
CHISINAU ACC;Moldova;41;2020-10-10;75;61,0;2019-10-12;141;-46,81%;-59,87%
CHISINAU ACC;Moldova;41;2020-10-11;63;62,0;2019-10-13;168;-62,50%;-58,35%
CHISINAU ACC;Moldova;42;2020-10-12;64;62,1;2019-10-14;134;-52,24%;-58,41%
CHISINAU ACC;Moldova;42;2020-10-13;51;61,6;2019-10-15;141;-63,83%;-58,20%
CHISINAU ACC;Moldova;42;2020-10-14;55;61,7;2019-10-16;156;-64,74%;-58,58%
CHISINAU ACC;Moldova;42;2020-10-15;41;59,4;2019-10-17;128;-67,97%;-59,22%
CHISINAU ACC;Moldova;42;2020-10-16;60;58,4;2019-10-18;151;-60,26%;-59,86%
CHISINAU ACC;Moldova;42;2020-10-17;62;56,6;2019-10-19;141;-56,03%;-61,14%
CHISINAU ACC;Moldova;42;2020-10-18;62;56,4;2019-10-20;152;-59,21%;-60,62%
CHISINAU ACC;Moldova;43;2020-10-19;40;53,0;2019-10-21;117;-65,81%;-62,37%
CHISINAU ACC;Moldova;43;2020-10-20;47;52,4;2019-10-22;147;-68,03%;-63,00%
CHISINAU ACC;Moldova;43;2020-10-21;39;50,1;2019-10-23;141;-72,34%;-64,07%
CHISINAU ACC;Moldova;43;2020-10-22;44;50,6;2019-10-24;136;-67,65%;-64,06%
CHISINAU ACC;Moldova;43;2020-10-23;50;49,1;2019-10-25;137;-63,50%;-64,57%
CHISINAU ACC;Moldova;43;2020-10-24;55;48,1;2019-10-26;139;-60,43%;-65,22%
CHISINAU ACC;Moldova;43;2020-10-25;62;48,1;2019-10-27;126;-50,79%;-64,26%
CHISINAU ACC;Moldova;44;2020-10-26;45;48,9;2019-10-28;109;-58,72%;-63,42%
CHISINAU ACC;Moldova;44;2020-10-27;42;48,1;2019-10-29;157;-73,25%;-64,34%
CHISINAU ACC;Moldova;44;2020-10-28;54;50,3;2019-10-30;162;-66,67%;-63,56%
CHISINAU ACC;Moldova;44;2020-10-29;39;49,6;2019-10-31;108;-63,89%;-63,01%
CHISINAU ACC;Moldova;44;2020-10-30;70;52,4;2019-11-01;136;-48,53%;-60,83%
CHISINAU ACC;Moldova;44;2020-10-31;52;52,0;2019-11-02;132;-60,61%;-60,86%
CHISINAU ACC;Moldova;44;2020-11-01;63;52,1;2019-11-03;135;-53,33%;-61,13%
CHISINAU ACC;Moldova;45;2020-11-02;34;50,6;2019-11-04;109;-68,81%;-62,30%
CHISINAU ACC;Moldova;45;2020-11-03;32;49,1;2019-11-05;137;-76,64%;-62,57%
CHISINAU ACC;Moldova;45;2020-11-04;49;48,4;2019-11-06;131;-62,60%;-61,82%
CHISINAU ACC;Moldova;45;2020-11-05;42;48,9;2019-11-07;97;-56,70%;-61,00%
CHISINAU ACC;Moldova;45;2020-11-06;56;46,9;2019-11-08;112;-50,00%;-61,55%
CHISINAU ACC;Moldova;45;2020-11-07;47;46,1;2019-11-09;117;-59,83%;-61,46%
CHISINAU ACC;Moldova;45;2020-11-08;58;45,4;2019-11-10;119;-51,26%;-61,31%
CHISINAU ACC;Moldova;46;2020-11-09;48;47,4;2019-11-11;93;-48,39%;-58,81%
CHISINAU ACC;Moldova;46;2020-11-10;35;47,9;2019-11-12;118;-70,34%;-57,43%
CHISINAU ACC;Moldova;46;2020-11-11;37;46,1;2019-11-13;114;-67,54%;-58,05%
CHISINAU ACC;Moldova;46;2020-11-12;41;46,0;2019-11-14;97;-57,73%;-58,18%
CHISINAU ACC;Moldova;46;2020-11-13;39;43,6;2019-11-15;110;-64,55%;-60,29%
CHISINAU ACC;Moldova;46;2020-11-14;44;43,1;2019-11-16;105;-58,10%;-60,05%
CHISINAU ACC;Moldova;46;2020-11-15;48;41,7;2019-11-17;111;-56,76%;-60,96%
CHISINAU ACC;Moldova;47;2020-11-16;37;40,1;2019-11-18;95;-61,05%;-62,53%
CHISINAU ACC;Moldova;47;2020-11-17;31;39,6;2019-11-19;109;-71,56%;-62,62%
CHISINAU ACC;Moldova;47;2020-11-18;39;39,9;2019-11-20;116;-66,38%;-62,45%
CHISINAU ACC;Moldova;47;2020-11-19;34;38,9;2019-11-21;95;-64,21%;-63,29%
CHISINAU ACC;Moldova;47;2020-11-20;42;39,3;2019-11-22;102;-58,82%;-62,48%
CHISINAU ACC;Moldova;47;2020-11-21;32;37,6;2019-11-23;125;-74,40%;-65,07%
CHISINAU ACC;Moldova;47;2020-11-22;43;36,9;2019-11-24;103;-58,25%;-65,37%
CHISINAU ACC;Moldova;48;2020-11-23;44;37,9;2019-11-25;85;-48,24%;-63,95%
CHISINAU ACC;Moldova;48;2020-11-24;25;37,0;2019-11-26;109;-77,06%;-64,76%
CHISINAU ACC;Moldova;48;2020-11-25;41;37,3;2019-11-27;104;-60,58%;-63,90%
CHISINAU ACC;Moldova;48;2020-11-26;28;36,4;2019-11-28;116;-75,86%;-65,73%
CHISINAU ACC;Moldova;48;2020-11-27;32;35,0;2019-11-29;117;-72,65%;-67,72%
CHISINAU ACC;Moldova;48;2020-11-28;35;35,4;2019-11-30;114;-69,30%;-66,84%
CHISINAU ACC;Moldova;48;2020-11-29;41;35,1;2019-12-01;113;-63,72%;-67,55%
CHISINAU ACC;Moldova;49;2020-11-30;24;32,3;2019-12-02;88;-72,73%;-70,30%
CHISINAU ACC;Moldova;49;2020-12-01;38;34,1;2019-12-03;100;-62,00%;-68,22%
CHISINAU ACC;Moldova;49;2020-12-02;44;34,6;2019-12-04;96;-54,17%;-67,47%
CHISINAU ACC;Moldova;49;2020-12-03;40;36,3;2019-12-05;91;-56,04%;-64,67%
CHISINAU ACC;Moldova;49;2020-12-04;39;37,3;2019-12-06;94;-58,51%;-62,50%
CHISINAU ACC;Moldova;49;2020-12-05;36;37,4;2019-12-07;112;-67,86%;-62,25%
CHISINAU ACC;Moldova;49;2020-12-06;47;38,3;2019-12-08;118;-60,17%;-61,66%
CHISINAU ACC;Moldova;50;2020-12-07;37;40,1;2019-12-09;91;-59,34%;-59,97%
CHISINAU ACC;Moldova;50;2020-12-08;29;38,9;2019-12-10;115;-74,78%;-62,06%
CHISINAU ACC;Moldova;50;2020-12-09;47;39,3;2019-12-11;109;-56,88%;-62,33%
CHISINAU ACC;Moldova;50;2020-12-10;35;38,6;2019-12-12;100;-65,00%;-63,46%
CHISINAU ACC;Moldova;50;2020-12-11;48;39,9;2019-12-13;94;-48,94%;-62,25%
CHISINAU ACC;Moldova;50;2020-12-12;54;42,4;2019-12-14;108;-50,00%;-59,59%
CHISINAU ACC;Moldova;50;2020-12-13;47;42,4;2019-12-15;112;-58,04%;-59,26%
CHISINAU ACC;Moldova;51;2020-12-14;39;42,7;2019-12-16;91;-57,14%;-58,98%
CHISINAU ACC;Moldova;51;2020-12-15;49;45,6;2019-12-17;105;-53,33%;-55,63%
CHISINAU ACC;Moldova;51;2020-12-16;34;43,7;2019-12-18;148;-77,03%;-59,63%
CHISINAU ACC;Moldova;51;2020-12-17;47;45,4;2019-12-19;116;-59,48%;-58,91%
CHISINAU ACC;Moldova;51;2020-12-18;57;46,7;2019-12-20;113;-49,56%;-58,76%
CHISINAU ACC;Moldova;51;2020-12-19;59;47,4;2019-12-21;128;-53,91%;-59,16%
CHISINAU ACC;Moldova;51;2020-12-20;64;49,9;2019-12-22;118;-45,76%;-57,39%
CHISINAU ACC;Moldova;52;2020-12-21;46;50,9;2019-12-23;106;-56,60%;-57,31%
CHISINAU ACC;Moldova;52;2020-12-22;65;53,1;2019-12-24;111;-41,44%;-55,71%
CHISINAU ACC;Moldova;52;2020-12-23;56;56,3;2019-12-25;92;-39,13%;-49,74%
CHISINAU ACC;Moldova;52;2020-12-24;51;56,9;2019-12-26;116;-56,03%;-49,23%
CHISINAU ACC;Moldova;52;2020-12-25;46;55,3;2019-12-27;115;-60,00%;-50,76%
CHISINAU ACC;Moldova;52;2020-12-26;48;53,7;2019-12-28;134;-64,18%;-52,53%
CHISINAU ACC;Moldova;52;2020-12-27;53;52,1;2019-12-29;119;-55,46%;-53,97%
CHISINAU ACC;Moldova;53;2020-12-28;50;52,7;2019-12-30;113;-55,75%;-53,88%
CHISINAU ACC;Moldova;53;2020-12-29;46;50,0;2019-12-31;94;-51,06%;-55,30%
CHISINAU ACC;Moldova;53;2020-12-30;63;51,0;2020-01-01;70;-10,00%;-53,09%
CHISINAU ACC;Moldova;53;2020-12-31;28;47,7;2020-01-02;109;-74,31%;-55,70%
DNIPRO ACC;Ukraine;1;2020-01-01;35;55,0;2019-01-02;55;-36,36%;-4,94%
DNIPRO ACC;Ukraine;1;2020-01-02;62;57,0;2019-01-03;49;26,53%;-1,72%
DNIPRO ACC;Ukraine;1;2020-01-03;55;53,9;2019-01-04;49;12,24%;-0,26%
DNIPRO ACC;Ukraine;1;2020-01-04;47;52,6;2019-01-05;42;11,90%;1,10%
DNIPRO ACC;Ukraine;1;2020-01-05;57;51,4;2019-01-06;55;3,64%;1,69%
DNIPRO ACC;Ukraine;2;2020-01-06;55;50,4;2019-01-07;37;48,65%;7,29%
DNIPRO ACC;Ukraine;2;2020-01-07;51;51,7;2019-01-08;47;8,51%;8,38%
DNIPRO ACC;Ukraine;2;2020-01-08;53;54,3;2019-01-09;49;8,16%;15,85%
DNIPRO ACC;Ukraine;2;2020-01-09;51;52,7;2019-01-10;45;13,33%;13,89%
DNIPRO ACC;Ukraine;2;2020-01-10;57;53,0;2019-01-11;44;29,55%;16,30%
DNIPRO ACC;Ukraine;2;2020-01-11;52;53,7;2019-01-12;45;15,56%;16,77%
DNIPRO ACC;Ukraine;2;2020-01-12;63;54,6;2019-01-13;50;26,00%;20,50%
DNIPRO ACC;Ukraine;3;2020-01-13;58;55,0;2019-01-14;40;45,00%;20,31%
DNIPRO ACC;Ukraine;3;2020-01-14;58;56,0;2019-01-15;52;11,54%;20,62%
DNIPRO ACC;Ukraine;3;2020-01-15;61;57,1;2019-01-16;49;24,49%;23,08%
DNIPRO ACC;Ukraine;3;2020-01-16;62;58,7;2019-01-17;38;63,16%;29,25%
DNIPRO ACC;Ukraine;3;2020-01-17;67;60,1;2019-01-18;43;55,81%;32,81%
DNIPRO ACC;Ukraine;3;2020-01-18;34;57,6;2019-01-19;43;-20,93%;27,94%
DNIPRO ACC;Ukraine;3;2020-01-19;56;56,6;2019-01-20;62;-9,68%;21,10%
DNIPRO ACC;Ukraine;4;2020-01-20;65;57,6;2019-01-21;47;38,30%;20,66%
DNIPRO ACC;Ukraine;4;2020-01-21;67;58,9;2019-01-22;41;63,41%;27,55%
DNIPRO ACC;Ukraine;4;2020-01-22;56;58,1;2019-01-23;55;1,82%;23,71%
DNIPRO ACC;Ukraine;4;2020-01-23;65;58,6;2019-01-24;39;66,67%;24,24%
DNIPRO ACC;Ukraine;4;2020-01-24;66;58,4;2019-01-25;49;34,69%;21,73%
DNIPRO ACC;Ukraine;4;2020-01-25;52;61,0;2019-01-26;45;15,56%;26,33%
DNIPRO ACC;Ukraine;4;2020-01-26;66;62,4;2019-01-27;54;22,22%;32,42%
DNIPRO ACC;Ukraine;5;2020-01-27;63;62,1;2019-01-28;43;46,51%;33,44%
DNIPRO ACC;Ukraine;5;2020-01-28;56;60,6;2019-01-29;49;14,29%;26,95%
DNIPRO ACC;Ukraine;5;2020-01-29;57;60,7;2019-01-30;43;32,56%;31,99%
DNIPRO ACC;Ukraine;5;2020-01-30;69;61,3;2019-01-31;44;56,82%;31,19%
DNIPRO ACC;Ukraine;5;2020-01-31;62;60,7;2019-02-01;53;16,98%;28,40%
DNIPRO ACC;Ukraine;5;2020-02-01;50;60,4;2019-02-02;34;47,06%;32,19%
DNIPRO ACC;Ukraine;5;2020-02-02;66;60,4;2019-02-03;46;43,48%;35,58%
DNIPRO ACC;Ukraine;6;2020-02-03;60;60,0;2019-02-04;43;39,53%;34,62%
DNIPRO ACC;Ukraine;6;2020-02-04;57;60,1;2019-02-05;40;42,50%;38,94%
DNIPRO ACC;Ukraine;6;2020-02-05;56;60,0;2019-02-06;53;5,66%;34,19%
DNIPRO ACC;Ukraine;6;2020-02-06;58;58,4;2019-02-07;41;41,46%;31,94%
DNIPRO ACC;Ukraine;6;2020-02-07;66;59,0;2019-02-08;49;34,69%;34,97%
DNIPRO ACC;Ukraine;6;2020-02-08;55;59,7;2019-02-09;42;30,95%;33,12%
DNIPRO ACC;Ukraine;6;2020-02-09;67;59,9;2019-02-10;58;15,52%;28,53%
DNIPRO ACC;Ukraine;7;2020-02-10;59;59,7;2019-02-11;39;51,28%;29,81%
DNIPRO ACC;Ukraine;7;2020-02-11;47;58,3;2019-02-12;44;6,82%;25,15%
DNIPRO ACC;Ukraine;7;2020-02-12;58;58,6;2019-02-13;55;5,45%;25,00%
DNIPRO ACC;Ukraine;7;2020-02-13;70;60,3;2019-02-14;44;59,09%;27,49%
DNIPRO ACC;Ukraine;7;2020-02-14;72;61,1;2019-02-15;55;30,91%;27,00%
DNIPRO ACC;Ukraine;7;2020-02-15;52;60,7;2019-02-16;46;13,04%;24,63%
DNIPRO ACC;Ukraine;7;2020-02-16;72;61,4;2019-02-17;54;33,33%;27,60%
DNIPRO ACC;Ukraine;8;2020-02-17;56;61,0;2019-02-18;42;33,33%;25,59%
DNIPRO ACC;Ukraine;8;2020-02-18;58;62,6;2019-02-19;42;38,10%;29,59%
DNIPRO ACC;Ukraine;8;2020-02-19;60;62,9;2019-02-20;55;9,09%;30,18%
DNIPRO ACC;Ukraine;8;2020-02-20;71;63,0;2019-02-21;45;57,78%;30,09%
DNIPRO ACC;Ukraine;8;2020-02-21;79;64,0;2019-02-22;50;58,00%;34,13%
DNIPRO ACC;Ukraine;8;2020-02-22;54;64,3;2019-02-23;42;28,57%;36,36%
DNIPRO ACC;Ukraine;8;2020-02-23;65;63,3;2019-02-24;56;16,07%;33,43%
DNIPRO ACC;Ukraine;9;2020-02-24;61;64,0;2019-02-25;44;38,64%;34,13%
DNIPRO ACC;Ukraine;9;2020-02-25;60;64,3;2019-02-26;52;15,38%;30,81%
DNIPRO ACC;Ukraine;9;2020-02-26;59;64,1;2019-02-27;63;-6,35%;27,56%
DNIPRO ACC;Ukraine;9;2020-02-27;65;63,3;2019-02-28;46;41,30%;25,50%
DNIPRO ACC;Ukraine;9;2020-02-28;73;62,4;2019-03-01;55;32,73%;22,07%
DNIPRO ACC;Ukraine;9;2020-02-29;52;62,1;2019-03-02;44;18,18%;20,83%
DNIPRO ACC;Ukraine;9;2020-03-01;61;61,6;2019-03-03;50;22,00%;21,75%
DNIPRO ACC;Ukraine;10;2020-03-02;66;62,3;2019-03-04;47;40,43%;22,13%
DNIPRO ACC;Ukraine;10;2020-03-03;65;63,0;2019-03-05;54;20,37%;22,84%
DNIPRO ACC;Ukraine;10;2020-03-04;63;63,6;2019-03-06;58;8,62%;25,71%
DNIPRO ACC;Ukraine;10;2020-03-05;69;64,1;2019-03-07;49;40,82%;25,77%
DNIPRO ACC;Ukraine;10;2020-03-06;68;63,4;2019-03-08;53;28,30%;25,07%
DNIPRO ACC;Ukraine;10;2020-03-07;45;62,4;2019-03-09;44;2,27%;23,10%
DNIPRO ACC;Ukraine;10;2020-03-08;60;62,3;2019-03-10;53;13,21%;21,79%
DNIPRO ACC;Ukraine;11;2020-03-09;51;60,1;2019-03-11;43;18,60%;18,93%
DNIPRO ACC;Ukraine;11;2020-03-10;53;58,4;2019-03-12;63;-15,87%;12,67%
DNIPRO ACC;Ukraine;11;2020-03-11;62;58,3;2019-03-13;54;14,81%;13,65%
DNIPRO ACC;Ukraine;11;2020-03-12;61;57,1;2019-03-14;56;8,93%;9,29%
DNIPRO ACC;Ukraine;11;2020-03-13;59;55,9;2019-03-15;57;3,51%;5,68%
DNIPRO ACC;Ukraine;11;2020-03-14;42;55,4;2019-03-16;44;-4,55%;4,86%
DNIPRO ACC;Ukraine;11;2020-03-15;48;53,7;2019-03-17;52;-7,69%;1,90%
DNIPRO ACC;Ukraine;12;2020-03-16;45;52,9;2019-03-18;44;2,27%;0,00%
DNIPRO ACC;Ukraine;12;2020-03-17;31;49,7;2019-03-19;57;-45,61%;-4,40%
DNIPRO ACC;Ukraine;12;2020-03-18;21;43,9;2019-03-20;56;-62,50%;-16,12%
